fuel_type,fuel_class,plot_id,time,si_value,si_units,us_value,us_units,lab_fuel,lab_class,lab_time,lab_time_abbr,order_class,order_time,subset_by,metric
wd,hr0010,RxF09,2021,1.7032036568474622,Metric tons per hectare,0.7596804892272356,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
wd,hr0100,RxF01,2016,4.963126698723956,Metric tons per hectare,2.2137050395735756,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF01,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF01,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF01,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF02,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF02,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF02,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF02,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF03,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF03,2017,1.649483977578501,Metric tons per hectare,0.7357198829520523,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF03,2019,1.649483977578501,Metric tons per hectare,0.7357198829520523,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF03,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF04,2016,6.549304185036679,Metric tons per hectare,2.9211883073312572,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF04,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF04,2019,1.6383385520759044,Metric tons per hectare,0.7307486851364426,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF04,2021,1.636313540442435,Metric tons per hectare,0.729845468529186,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF05,2016,1.7431013714835422,Metric tons per hectare,0.7774760800551036,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF05,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF05,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF05,2021,1.7431013714835422,Metric tons per hectare,0.7774760800551036,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF06,2016,8.198636637930427,Metric tons per hectare,3.6568406056781573,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF06,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF06,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF06,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF07,2016,9.882092122197617,Metric tons per hectare,4.407712810971283,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF07,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF07,2019,1.6247935652953533,Metric tons per hectare,0.724707210212022,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF07,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF08,2016,10.888395957804006,Metric tons per hectare,4.856554842909905,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF08,2017,1.8512050071103938,Metric tons per hectare,0.8256935803346984,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF08,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF08,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF09,2016,4.980070063612423,Metric tons per hectare,2.221262294207147,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF09,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF09,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF09,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr1000r,RxF01,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF01,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF01,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF01,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF02,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF02,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF02,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF02,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF03,2016,1.8363461525195683,Metric tons per hectare,0.8190660805172026,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF03,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF03,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF03,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF04,2016,28.975834073313557,Metric tons per hectare,12.924100835554665,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF04,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF04,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF04,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF05,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF05,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF05,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF05,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF06,2016,6.275411241355519,Metric tons per hectare,2.799023747259375,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF06,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF06,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF06,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF07,2016,4.314144702855594,Metric tons per hectare,1.9242393857518258,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF07,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF07,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF07,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF08,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF08,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF08,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF08,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF09,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF09,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF09,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF09,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000s,RxF01,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF01,2017,112.58318524040665,Metric tons per hectare,50.21551527225988,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF01,2019,110.40074410745959,Metric tons per hectare,49.242080333389644,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF01,2021,19.641970196523516,Metric tons per hectare,8.760914449832077,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF02,2016,8.857698776965785,Metric tons per hectare,3.950802309083758,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF02,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF02,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF02,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF03,2016,6.135582502117456,Metric tons per hectare,2.736655888544807,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF03,2017,12.139581119435432,Metric tons per hectare,5.4146213735216024,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF03,2019,10.45765127449662,Metric tons per hectare,4.664429649641668,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF03,2021,36.81709901290537,Metric tons per hectare,16.421542824667874,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF04,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF04,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF04,2019,4.385743457561446,Metric tons per hectare,1.9561746019453374,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF04,2021,13.181790536046686,Metric tons per hectare,5.879478383606907,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF05,2016,2.033721430683946,Metric tons per hectare,0.9071014409830269,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF05,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF05,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF05,2021,5.824385635804912,Metric tons per hectare,2.5978526475490242,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF06,2016,25.084936818681516,Metric tons per hectare,11.188642648832078,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF06,2017,8.59217264361686,Metric tons per hectare,3.832369600185933,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF06,2019,9.863463493947929,Metric tons per hectare,4.399403877764464,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF06,2021,3.906527735174569,Metric tons per hectare,1.7424298551180057,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF07,2016,24.26355318048337,Metric tons per hectare,10.822280633578666,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF07,2017,56.369316041848506,Metric tons per hectare,25.14242463953992,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF07,2019,29.848335751326037,Metric tons per hectare,13.313263046978607,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF07,2021,49.17974034151469,Metric tons per hectare,21.9356558169111,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF08,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF08,2017,63.09945621793049,Metric tons per hectare,28.144271283644287,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF08,2019,35.24480429856926,Metric tons per hectare,15.720251694277101,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF08,2021,3.894057965112306,Metric tons per hectare,1.7368679594613319,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF09,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF09,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF09,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF09,2021,2.2088711109103225,Metric tons per hectare,0.9852235106647291,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
dl,all,RxF01,2016,17.78,Depth in centimeters,7,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF01,2017,6.8580000000000005,Depth in centimeters,2.7,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF01,2019,15.367,Depth in centimeters,6.05,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF01,2021,18.161,Depth in centimeters,7.15,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF02,2016,40.005,Depth in centimeters,15.75,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF02,2017,9.779,Depth in centimeters,3.85,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF02,2019,33.909,Depth in centimeters,13.35,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF02,2021,7.366,Depth in centimeters,2.9,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF03,2016,30.48,Depth in centimeters,12,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF03,2017,17.653,Depth in centimeters,6.95,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF03,2019,5.588,Depth in centimeters,2.2,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF03,2021,4.572,Depth in centimeters,1.8,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF04,2016,26.67,Depth in centimeters,10.5,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF04,2017,6.985,Depth in centimeters,2.75,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF04,2019,15.748000000000001,Depth in centimeters,6.2,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF04,2021,14.605,Depth in centimeters,5.75,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF05,2016,16.51,Depth in centimeters,6.5,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF05,2017,3.81,Depth in centimeters,1.5,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF05,2019,24.384,Depth in centimeters,9.6,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF05,2021,4.064,Depth in centimeters,1.6,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF06,2016,30.607,Depth in centimeters,12.05,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF06,2017,5.207,Depth in centimeters,2.05,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF06,2019,39.878,Depth in centimeters,15.7,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF06,2021,5.461,Depth in centimeters,2.15,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF07,2016,46.99,Depth in centimeters,18.5,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF07,2017,7.239,Depth in centimeters,2.85,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF07,2019,17.272,Depth in centimeters,6.8,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF07,2021,12.446,Depth in centimeters,4.9,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF08,2016,34.925,Depth in centimeters,13.75,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF08,2017,4.191,Depth in centimeters,1.65,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF08,2019,10.795,Depth in centimeters,4.25,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF08,2021,12.318999999999999,Depth in centimeters,4.85,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF09,2016,40.64,Depth in centimeters,16,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF09,2017,4.953,Depth in centimeters,1.95,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF09,2019,7.239,Depth in centimeters,2.85,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF09,2021,5.715,Depth in centimeters,2.25,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF01,2016,26.82097403590276,Metric tons per hectare,11.962967901829956,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF01,2017,228.41464616688506,Metric tons per hectare,101.87986002091216,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
