data_type,year,plot_id,fuel_class,value,value_si,lab_year,lab_year_abbr,lab_fuel,lab_type,subset,statistic
wd,2019,RxF05,hr0001,0.14982337380388663,0.33590400406831383,2 Years post-fire (2019),2-y post-fire (2019),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF05,hr0010,0,0,2 Years post-fire (2019),2-y post-fire (2019),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF05,hr0100,0,0,2 Years post-fire (2019),2-y post-fire (2019),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF05,hr1000r,0,0,2 Years post-fire (2019),2-y post-fire (2019),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF05,hr1000s,0,0,2 Years post-fire (2019),2-y post-fire (2019),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF06,hr0001,0.1318903922966466,0.2956982595290817,2 Years post-fire (2019),2-y post-fire (2019),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF06,hr0010,1.0319130196769672,2.3135489901157604,2 Years post-fire (2019),2-y post-fire (2019),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF06,hr0100,0,0,2 Years post-fire (2019),2-y post-fire (2019),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF06,hr1000r,4.399403877764464,9.863463493947929,2 Years post-fire (2019),2-y post-fire (2019),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF06,hr1000s,0,0,2 Years post-fire (2019),2-y post-fire (2019),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF07,hr0001,0.2634377673365318,0.5906274743685043,2 Years post-fire (2019),2-y post-fire (2019),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF07,hr0010,0.7343179824166924,1.6463409165782246,2 Years post-fire (2019),2-y post-fire (2019),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF07,hr0100,0.724707210212022,1.6247935652953533,2 Years post-fire (2019),2-y post-fire (2019),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF07,hr1000r,13.313263046978607,29.848335751326037,2 Years post-fire (2019),2-y post-fire (2019),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF07,hr1000s,0,0,2 Years post-fire (2019),2-y post-fire (2019),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF08,hr0001,0.0354534287817561,0.07948658732869718,2 Years post-fire (2019),2-y post-fire (2019),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF08,hr0010,0,0,2 Years post-fire (2019),2-y post-fire (2019),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF08,hr0100,0,0,2 Years post-fire (2019),2-y post-fire (2019),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF08,hr1000r,15.720251694277101,35.24480429856926,2 Years post-fire (2019),2-y post-fire (2019),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF08,hr1000s,0,0,2 Years post-fire (2019),2-y post-fire (2019),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF09,hr0001,0.09332398284526665,0.20923236953908783,2 Years post-fire (2019),2-y post-fire (2019),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF09,hr0010,0,0,2 Years post-fire (2019),2-y post-fire (2019),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF09,hr0100,0,0,2 Years post-fire (2019),2-y post-fire (2019),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF09,hr1000r,0,0,2 Years post-fire (2019),2-y post-fire (2019),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2019,RxF09,hr1000s,0,0,2 Years post-fire (2019),2-y post-fire (2019),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF01,hr0001,0.07358175519581985,0.1649702951490281,4 Years post-fire (2021),4-y post-fire (2021),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF01,hr0010,0.5991072541228257,1.3431984637433754,4 Years post-fire (2021),4-y post-fire (2021),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF01,hr0100,0,0,4 Years post-fire (2021),4-y post-fire (2021),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF01,hr1000r,8.760914449832077,19.641970196523516,4 Years post-fire (2021),4-y post-fire (2021),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF01,hr1000s,0,0,4 Years post-fire (2021),4-y post-fire (2021),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF02,hr0001,0.07197271080840914,0.1613628176324533,4 Years post-fire (2021),4-y post-fire (2021),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF02,hr0010,0.5860063140577519,1.3138261561174798,4 Years post-fire (2021),4-y post-fire (2021),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF02,hr0100,0,0,4 Years post-fire (2021),4-y post-fire (2021),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF02,hr1000r,0,0,4 Years post-fire (2021),4-y post-fire (2021),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF02,hr1000s,0,0,4 Years post-fire (2021),4-y post-fire (2021),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF03,hr0001,0.006631605367695459,0.014868059234373218,4 Years post-fire (2021),4-y post-fire (2021),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF03,hr0010,0.74243050448821,1.6645291910625668,4 Years post-fire (2021),4-y post-fire (2021),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF03,hr0100,0,0,4 Years post-fire (2021),4-y post-fire (2021),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF03,hr1000r,16.421542824667874,36.81709901290537,4 Years post-fire (2021),4-y post-fire (2021),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF03,hr1000s,0,0,4 Years post-fire (2021),4-y post-fire (2021),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF04,hr0001,0.14488509146349032,0.32483237506114526,4 Years post-fire (2021),4-y post-fire (2021),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF04,hr0010,0.4424483781379354,0.9919692637852512,4 Years post-fire (2021),4-y post-fire (2021),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF04,hr0100,0.729845468529186,1.636313540442435,4 Years post-fire (2021),4-y post-fire (2021),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF04,hr1000r,5.879478383606907,13.181790536046686,4 Years post-fire (2021),4-y post-fire (2021),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF04,hr1000s,0,0,4 Years post-fire (2021),4-y post-fire (2021),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF05,hr0001,0.1480529268144481,0.33193466191799265,4 Years post-fire (2021),4-y post-fire (2021),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF05,hr0010,1.2602632939635119,2.8255103050661936,4 Years post-fire (2021),4-y post-fire (2021),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF05,hr0100,0.7774760800551036,1.7431013714835422,4 Years post-fire (2021),4-y post-fire (2021),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF05,hr1000r,2.5978526475490242,5.824385635804912,4 Years post-fire (2021),4-y post-fire (2021),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF05,hr1000s,0,0,4 Years post-fire (2021),4-y post-fire (2021),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF06,hr0001,0.06590239612887186,0.1477531721209307,4 Years post-fire (2021),4-y post-fire (2021),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF06,hr0010,0,0,4 Years post-fire (2021),4-y post-fire (2021),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF06,hr0100,0,0,4 Years post-fire (2021),4-y post-fire (2021),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF06,hr1000r,1.7424298551180057,3.906527735174569,4 Years post-fire (2021),4-y post-fire (2021),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF06,hr1000s,0,0,4 Years post-fire (2021),4-y post-fire (2021),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF07,hr0001,0.06559141959215078,0.14705596272560206,4 Years post-fire (2021),4-y post-fire (2021),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF07,hr0010,0.14626347667132975,0.3279227146971213,4 Years post-fire (2021),4-y post-fire (2021),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF07,hr0100,0,0,4 Years post-fire (2021),4-y post-fire (2021),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF07,hr1000r,21.9356558169111,49.17974034151469,4 Years post-fire (2021),4-y post-fire (2021),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF07,hr1000s,0,0,4 Years post-fire (2021),4-y post-fire (2021),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF08,hr0001,0.020568214704223493,0.04611393736686907,4 Years post-fire (2021),4-y post-fire (2021),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF08,hr0010,0.2938911765844751,0.6589040179023932,4 Years post-fire (2021),4-y post-fire (2021),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF08,hr0100,0,0,4 Years post-fire (2021),4-y post-fire (2021),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF08,hr1000r,1.7368679594613319,3.894057965112306,4 Years post-fire (2021),4-y post-fire (2021),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF08,hr1000s,0,0,4 Years post-fire (2021),4-y post-fire (2021),1000-hr sound,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF09,hr0001,0.06073605753388572,0.1361702409909718,4 Years post-fire (2021),4-y post-fire (2021),1-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF09,hr0010,0.7596804892272356,1.7032036568474622,4 Years post-fire (2021),4-y post-fire (2021),10-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF09,hr0100,0,0,4 Years post-fire (2021),4-y post-fire (2021),100-hr,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF09,hr1000r,0.9852235106647291,2.2088711109103225,4 Years post-fire (2021),4-y post-fire (2021),1000-hr rotten,Coarse woody debris,yr_plot_class,mean
wd,2021,RxF09,hr1000s,0,0,4 Years post-fire (2021),4-y post-fire (2021),1000-hr sound,Coarse woody debris,yr_plot_class,mean
