fuel_type,fuel_class,plot_id,n_transect,plot_tran,time,si_value,si_units,us_value,us_units,lab_fuel,lab_class,lab_time,lab_time_abbr,order_class,order_time
wd,hr0010,RxF04,1,RxF04_1,2019,2.641981798740082,Metric tons per hectare,1.178404013711009,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3
wd,hr0100,RxF04,1,RxF04_1,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3
wd,hr1000r,RxF04,1,RxF04_1,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3
wd,hr1000s,RxF04,1,RxF04_1,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3
wd,hr0001,RxF04,2,RxF04_2,2019,0.5020982979873327,Metric tons per hectare,0.2239510695750815,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3
wd,hr0010,RxF04,2,RxF04_2,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3
wd,hr0100,RxF04,2,RxF04_2,2019,3.276677104151809,Metric tons per hectare,1.4614973702728853,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3
wd,hr1000r,RxF04,2,RxF04_2,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3
wd,hr1000s,RxF04,2,RxF04_2,2019,8.771486915122892,Metric tons per hectare,3.912349203890675,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3
wd,hr0001,RxF04,1,RxF04_1,2021,0.08849606413644806,Metric tons per hectare,0.039471928696007165,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4
wd,hr0010,RxF04,1,RxF04_1,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4
wd,hr0100,RxF04,1,RxF04_1,2021,3.27262708088487,Metric tons per hectare,1.459690937058372,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4
wd,hr1000r,RxF04,1,RxF04_1,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4
wd,hr1000s,RxF04,1,RxF04_1,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4
wd,hr0001,RxF04,2,RxF04_2,2021,0.5611686859858425,Metric tons per hectare,0.25029825423097346,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4
wd,hr0010,RxF04,2,RxF04_2,2021,1.9839385275705024,Metric tons per hectare,0.8848967562758708,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4
wd,hr0100,RxF04,2,RxF04_2,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4
wd,hr1000r,RxF04,2,RxF04_2,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4
wd,hr1000s,RxF04,2,RxF04_2,2021,26.36358107209337,Metric tons per hectare,11.758956767213814,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4
wd,hr0001,RxF05,1,RxF05_1,2016,0.6284761730339659,Metric tons per hectare,0.2803194348947216,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1
wd,hr0010,RxF05,1,RxF05_1,2016,9.146802519652141,Metric tons per hectare,4.079751346856441,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1
wd,hr0100,RxF05,1,RxF05_1,2016,3.4862027429670843,Metric tons per hectare,1.5549521601102072,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1
wd,hr1000r,RxF05,1,RxF05_1,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1
wd,hr1000s,RxF05,1,RxF05_1,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1
wd,hr0001,RxF05,2,RxF05_2,2016,0.4214098744606217,Metric tons per hectare,0.1879615853972443,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1
wd,hr0010,RxF05,2,RxF05_2,2016,3.629096266983098,Metric tons per hectare,1.6186870057908556,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1
wd,hr0100,RxF05,2,RxF05_2,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1
wd,hr1000r,RxF05,2,RxF05_2,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1
wd,hr1000s,RxF05,2,RxF05_2,2016,4.067442861367892,Metric tons per hectare,1.8142028819660538,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1
wd,hr0001,RxF05,1,RxF05_1,2017,0.1885428519101897,Metric tons per hectare,0.08409583046841647,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2
wd,hr0010,RxF05,1,RxF05_1,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2
wd,hr0100,RxF05,1,RxF05_1,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2
wd,hr1000r,RxF05,1,RxF05_1,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2
wd,hr1000s,RxF05,1,RxF05_1,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2
wd,hr0001,RxF05,2,RxF05_2,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2
wd,hr0010,RxF05,2,RxF05_2,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2
wd,hr0100,RxF05,2,RxF05_2,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2
wd,hr1000r,RxF05,2,RxF05_2,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2
wd,hr1000s,RxF05,2,RxF05_2,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2
wd,hr0001,RxF05,1,RxF05_1,2019,0.2828142778652846,Metric tons per hectare,0.1261437457026247,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3
wd,hr0010,RxF05,1,RxF05_1,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3
wd,hr0100,RxF05,1,RxF05_1,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3
wd,hr1000r,RxF05,1,RxF05_1,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3
wd,hr1000s,RxF05,1,RxF05_1,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3
wd,hr0001,RxF05,2,RxF05_2,2019,0.38899373027134304,Metric tons per hectare,0.17350300190514856,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3
wd,hr0010,RxF05,2,RxF05_2,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3
wd,hr0100,RxF05,2,RxF05_2,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3
wd,hr1000r,RxF05,2,RxF05_2,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3
wd,hr1000s,RxF05,2,RxF05_2,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3
wd,hr0001,RxF05,1,RxF05_1,2021,0.5342047470788709,Metric tons per hectare,0.23827151966051333,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4
wd,hr0010,RxF05,1,RxF05_1,2021,4.9252013567357675,Metric tons per hectare,2.1967891867688527,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4
wd,hr0100,RxF05,1,RxF05_1,2021,3.4862027429670843,Metric tons per hectare,1.5549521601102072,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4
wd,hr1000r,RxF05,1,RxF05_1,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4
wd,hr1000s,RxF05,1,RxF05_1,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4
wd,hr0001,RxF05,2,RxF05_2,2021,0.12966457675711437,Metric tons per hectare,0.05783433396838286,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4
wd,hr0010,RxF05,2,RxF05_2,2021,0.7258192533966197,Metric tons per hectare,0.3237374011581711,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4
wd,hr0100,RxF05,2,RxF05_2,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4
wd,hr1000r,RxF05,2,RxF05_2,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4
wd,hr1000s,RxF05,2,RxF05_2,2021,11.648771271609824,Metric tons per hectare,5.1957052950980485,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4
wd,hr0001,RxF06,1,RxF06_1,2016,0.3542621655732372,Metric tons per hectare,0.15801167063926727,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1
wd,hr0010,RxF06,1,RxF06_1,2016,5.2881119774074525,Metric tons per hectare,2.358658330690211,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1
wd,hr0100,RxF06,1,RxF06_1,2016,9.82558914993371,Metric tons per hectare,4.382510771602904,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1
wd,hr1000r,RxF06,1,RxF06_1,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1
wd,hr1000s,RxF06,1,RxF06_1,2016,30.576736831238573,Metric tons per hectare,13.638152021069837,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1
wd,hr0001,RxF06,2,RxF06_2,2016,0.6219739002689778,Metric tons per hectare,0.27741922402719793,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1
wd,hr0010,RxF06,2,RxF06_2,2016,9.28427574625452,Metric tons per hectare,4.14106857549265,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1
wd,hr0100,RxF06,2,RxF06_2,2016,6.5716841259271455,Metric tons per hectare,2.93117043975341,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1
wd,hr1000r,RxF06,2,RxF06_2,2016,12.550822482711038,Metric tons per hectare,5.59804749451875,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1
wd,hr1000s,RxF06,2,RxF06_2,2016,19.59313680612446,Metric tons per hectare,8.739133276594318,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1
wd,hr0001,RxF06,1,RxF06_1,2017,0.0885655413933093,Metric tons per hectare,0.03950291765981682,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2
wd,hr0010,RxF06,1,RxF06_1,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2
wd,hr0100,RxF06,1,RxF06_1,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2
wd,hr1000r,RxF06,1,RxF06_1,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2
wd,hr1000s,RxF06,1,RxF06_1,2017,17.18434528723372,Metric tons per hectare,7.664739200371866,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2
wd,hr0001,RxF06,2,RxF06_2,2017,0.05923560954942646,Metric tons per hectare,0.026420878478780756,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2
wd,hr0010,RxF06,2,RxF06_2,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2
wd,hr0100,RxF06,2,RxF06_2,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2
wd,hr1000r,RxF06,2,RxF06_2,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2
wd,hr1000s,RxF06,2,RxF06_2,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2
wd,hr0001,RxF06,1,RxF06_1,2019,0.295218471311031,Metric tons per hectare,0.1316763921993894,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3
wd,hr0010,RxF06,1,RxF06_1,2019,4.627097980231521,Metric tons per hectare,2.0638260393539345,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3
wd,hr0100,RxF06,1,RxF06_1,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3
wd,hr1000r,RxF06,1,RxF06_1,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3
wd,hr1000s,RxF06,1,RxF06_1,2019,19.726926987895858,Metric tons per hectare,8.798807755528928,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3
wd,hr0001,RxF06,2,RxF06_2,2019,0.2961780477471323,Metric tons per hectare,0.13210439239390379,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3
wd,hr0010,RxF06,2,RxF06_2,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3
wd,hr0100,RxF06,2,RxF06_2,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3
wd,hr1000r,RxF06,2,RxF06_2,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3
wd,hr1000s,RxF06,2,RxF06_2,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3
wd,hr0001,RxF06,1,RxF06_1,2021,0.20665292991772172,Metric tons per hectare,0.09217347453957257,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4
wd,hr0010,RxF06,1,RxF06_1,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4
wd,hr0100,RxF06,1,RxF06_1,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4
wd,hr1000r,RxF06,1,RxF06_1,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4
wd,hr1000s,RxF06,1,RxF06_1,2021,7.813055470349138,Metric tons per hectare,3.4848597102360115,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4
wd,hr0001,RxF06,2,RxF06_2,2021,0.08885341432413968,Metric tons per hectare,0.03963131771817113,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4
wd,hr0010,RxF06,2,RxF06_2,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4
wd,hr0100,RxF06,2,RxF06_2,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4
wd,hr1000r,RxF06,2,RxF06_2,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4
wd,hr1000s,RxF06,2,RxF06_2,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4
wd,hr0001,RxF07,1,RxF07_1,2016,0.5081625930517736,Metric tons per hectare,0.2266559291042701,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1
wd,hr0010,RxF07,1,RxF07_1,2016,5.354400924635829,Metric tons per hectare,2.3882252117019758,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1
wd,hr0100,RxF07,1,RxF07_1,2016,13.265009983213822,Metric tons per hectare,5.916596781094479,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1
wd,hr1000r,RxF07,1,RxF07_1,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1
wd,hr1000s,RxF07,1,RxF07_1,2016,10.164655165819841,Metric tons per hectare,4.5337444985815525,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1
wd,hr0001,RxF07,2,RxF07_2,2016,0.32220112508997173,Metric tons per hectare,0.14371147417037097,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1
wd,hr0010,RxF07,2,RxF07_2,2016,6.558454293942427,Metric tons per hectare,2.9252695334265955,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1
wd,hr0100,RxF07,2,RxF07_2,2016,6.499174261181413,Metric tons per hectare,2.898828840848088,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1
wd,hr1000r,RxF07,2,RxF07_2,2016,8.628289405711188,Metric tons per hectare,3.8484787715036517,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1
wd,hr1000s,RxF07,2,RxF07_2,2016,38.3624511951469,Metric tons per hectare,17.11081676857578,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1
wd,hr0001,RxF07,1,RxF07_1,2017,0.3885949240984151,Metric tons per hectare,0.17332512225620655,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2
wd,hr0010,RxF07,1,RxF07_1,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2
wd,hr0100,RxF07,1,RxF07_1,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2
wd,hr1000r,RxF07,1,RxF07_1,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2
wd,hr1000s,RxF07,1,RxF07_1,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2
wd,hr0001,RxF07,2,RxF07_2,2017,0.5272382046926811,Metric tons per hectare,0.23516423046060708,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2
wd,hr0010,RxF07,2,RxF07_2,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2
wd,hr0100,RxF07,2,RxF07_2,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2
wd,hr1000r,RxF07,2,RxF07_2,2017,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2
wd,hr1000s,RxF07,2,RxF07_2,2017,112.73863208369701,Metric tons per hectare,50.28484927907984,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2
wd,hr0001,RxF07,1,RxF07_1,2019,0.4782706758134339,Metric tons per hectare,0.2133232273922542,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3
wd,hr0010,RxF07,1,RxF07_1,2019,0.6693001155794787,Metric tons per hectare,0.29852815146274697,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3
wd,hr0100,RxF07,1,RxF07_1,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3
wd,hr1000r,RxF07,1,RxF07_1,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3
wd,hr1000s,RxF07,1,RxF07_1,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3
wd,hr0001,RxF07,2,RxF07_2,2019,0.7029842729235747,Metric tons per hectare,0.3135523072808094,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3
wd,hr0010,RxF07,2,RxF07_2,2019,2.6233817175769705,Metric tons per hectare,1.170107813370638,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3
wd,hr0100,RxF07,2,RxF07_2,2019,3.2495871305907067,Metric tons per hectare,1.449414420424044,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3
wd,hr1000r,RxF07,2,RxF07_2,2019,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3
wd,hr1000s,RxF07,2,RxF07_2,2019,59.69667150265207,Metric tons per hectare,26.626526093957214,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3
wd,hr0001,RxF07,1,RxF07_1,2021,0.05978383447667924,Metric tons per hectare,0.026665403424031776,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4
wd,hr0010,RxF07,1,RxF07_1,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4
wd,hr0100,RxF07,1,RxF07_1,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4
wd,hr1000r,RxF07,1,RxF07_1,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4
wd,hr1000s,RxF07,1,RxF07_1,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4
wd,hr0001,RxF07,2,RxF07_2,2021,0.2343280909745249,Metric tons per hectare,0.1045174357602698,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4
wd,hr0010,RxF07,2,RxF07_2,2021,0.6558454293942426,Metric tons per hectare,0.2925269533426595,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4
wd,hr0100,RxF07,2,RxF07_2,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4
wd,hr1000r,RxF07,2,RxF07_2,2021,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4
wd,hr1000s,RxF07,2,RxF07_2,2021,98.35948068302937,Metric tons per hectare,43.8713116338222,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4
wd,hr0001,RxF08,1,RxF08_1,2016,1.2948149449820205,Metric tons per hectare,0.5775267372801162,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1
wd,hr0010,RxF08,1,RxF08_1,2016,7.906848214828718,Metric tons per hectare,3.526694119013701,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1
wd,hr0100,RxF08,1,RxF08_1,2016,3.2647418445040732,Metric tons per hectare,1.4561738824728248,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1
wd,hr1000r,RxF08,1,RxF08_1,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1
wd,hr1000s,RxF08,1,RxF08_1,2016,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1
wd,hr0001,RxF08,2,RxF08_2,2016,1.101297448740328,Metric tons per hectare,0.49121206455857624,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1
