fuel_type,fuel_class,plot_id,time,value_norm,si_value,si_units,us_value,us_units,lab_fuel,lab_class,lab_time,lab_time_abbr,order_class,order_time,subset_by,metric
wd,hr0001,RxF08,2016,2.2004105812100336,1.1980561968611745,Metric tons per hectare,0.5343694009193463,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
wd,hr0001,RxF08,2017,-1.731664396122245,0.03140013117389156,Metric tons per hectare,0.0140054108714949,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
wd,hr0001,RxF08,2019,-1.0245923925400986,0.07948658732869718,Metric tons per hectare,0.0354534287817561,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
wd,hr0001,RxF08,2021,-1.4799413890351922,0.04611393736686907,Metric tons per hectare,0.02056821470422349,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
wd,hr0001,RxF09,2016,1.4799413890351922,1.0236240681276167,Metric tons per hectare,0.4565673809668229,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
wd,hr0001,RxF09,2017,-1.2975429286165538,0.06010268689165386,Metric tons per hectare,0.02680762127192411,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
wd,hr0001,RxF09,2019,-0.24616364666135948,0.20923236953908783,Metric tons per hectare,0.09332398284526663,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
wd,hr0001,RxF09,2021,-0.7188680528227157,0.1361702409909718,Metric tons per hectare,0.06073605753388572,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
wd,hr0100,RxF01,2016,1.0245923925400986,4.963126698723956,Metric tons per hectare,2.2137050395735756,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF01,2017,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF01,2019,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF01,2021,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF02,2016,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF02,2017,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF02,2019,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF02,2021,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF03,2016,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF03,2017,0.5894557978497785,1.649483977578501,Metric tons per hectare,0.7357198829520523,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF03,2019,0.5894557978497785,1.649483977578501,Metric tons per hectare,0.7357198829520523,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF03,2021,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF04,2016,1.2975429286165538,6.549304185036679,Metric tons per hectare,2.9211883073312572,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF04,2017,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF04,2019,0.469252883812802,1.6383385520759044,Metric tons per hectare,0.7307486851364426,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF04,2021,0.3928308136497293,1.636313540442435,Metric tons per hectare,0.729845468529186,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF05,2016,0.7647096737863872,1.7431013714835422,Metric tons per hectare,0.7774760800551036,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF05,2017,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF05,2019,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF05,2021,0.7647096737863872,1.7431013714835422,Metric tons per hectare,0.7774760800551036,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF06,2016,1.4799413890351922,8.198636637930427,Metric tons per hectare,3.6568406056781577,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF06,2017,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF06,2019,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF06,2021,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF07,2016,1.7316643961222455,9.882092122197616,Metric tons per hectare,4.407712810971283,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF07,2017,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF07,2019,0.31863936396437514,1.6247935652953531,Metric tons per hectare,0.724707210212022,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF07,2021,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF08,2016,2.2004105812100336,10.888395957804006,Metric tons per hectare,4.856554842909905,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF08,2017,0.9132499266836087,1.8512050071103936,Metric tons per hectare,0.8256935803346984,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF08,2019,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF08,2021,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr0100,RxF09,2016,1.1503493803760079,4.980070063612423,Metric tons per hectare,2.221262294207147,Tons per acre,Coarse woody debris,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),3,1,type_class_time_plot,mean
wd,hr0100,RxF09,2017,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,0 Years post-fire (2017),0-y post-fire (2017),3,2,type_class_time_plot,mean
wd,hr0100,RxF09,2019,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,2 Years post-fire (2019),2-y post-fire (2019),3,3,type_class_time_plot,mean
wd,hr0100,RxF09,2021,-0.5084880591093566,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,100-hr,4 Years post-fire (2021),4-y post-fire (2021),3,4,type_class_time_plot,mean
wd,hr1000s,RxF01,2016,-0.9674215661017014,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF01,2017,2.2004105812100336,112.58318524040664,Metric tons per hectare,50.21551527225988,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF01,2019,1.7316643961222455,110.4007441074596,Metric tons per hectare,49.24208033338965,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF01,2021,0.5485222826980982,19.641970196523516,Metric tons per hectare,8.760914449832077,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF02,2016,0.1749599401657325,8.857698776965785,Metric tons per hectare,3.950802309083758,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF02,2017,-0.9674215661017014,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF02,2019,-0.9674215661017014,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF02,2021,-0.9674215661017014,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF03,2016,0.03482131726034756,6.135582502117456,Metric tons per hectare,2.736655888544807,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF03,2017,0.3928308136497293,12.139581119435432,Metric tons per hectare,5.4146213735216024,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF03,2019,0.31863936396437514,10.45765127449662,Metric tons per hectare,4.664429649641668,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF03,2021,1.0245923925400986,36.81709901290537,Metric tons per hectare,16.421542824667874,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF04,2016,-0.9674215661017014,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF04,2017,-0.9674215661017014,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF04,2019,-0.10463345561407539,4.385743457561446,Metric tons per hectare,1.9561746019453377,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF04,2021,0.469252883812802,13.181790536046686,Metric tons per hectare,5.879478383606907,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF05,2016,-0.3928308136497293,2.033721430683946,Metric tons per hectare,0.9071014409830268,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF05,2017,-0.9674215661017014,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF05,2019,-0.9674215661017014,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF05,2021,-0.03482131726034769,5.824385635804912,Metric tons per hectare,2.597852647549024,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF06,2016,0.7188680528227157,25.084936818681516,Metric tons per hectare,11.188642648832078,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF06,2017,0.10463345561407526,8.59217264361686,Metric tons per hectare,3.832369600185933,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF06,2019,0.24616364666135948,9.863463493947927,Metric tons per hectare,4.399403877764464,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF06,2021,-0.1749599401657325,3.906527735174569,Metric tons per hectare,1.7424298551180055,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF07,2016,0.631401894239761,24.26355318048337,Metric tons per hectare,10.822280633578666,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF07,2017,1.2975429286165538,56.369316041848506,Metric tons per hectare,25.14242463953992,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF07,2019,0.8122178014999129,29.848335751326037,Metric tons per hectare,13.313263046978609,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF07,2021,1.1503493803760079,49.17974034151469,Metric tons per hectare,21.9356558169111,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF08,2016,-0.9674215661017014,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF08,2017,1.4799413890351922,63.09945621793049,Metric tons per hectare,28.144271283644287,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF08,2019,0.9132499266836087,35.24480429856926,Metric tons per hectare,15.7202516942771,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF08,2021,-0.24616364666135948,3.894057965112306,Metric tons per hectare,1.736867959461332,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,hr1000s,RxF09,2016,-0.9674215661017014,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),5,1,type_class_time_plot,mean
wd,hr1000s,RxF09,2017,-0.9674215661017014,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),5,2,type_class_time_plot,mean
wd,hr1000s,RxF09,2019,-0.9674215661017014,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),5,3,type_class_time_plot,mean
wd,hr1000s,RxF09,2021,-0.31863936396437514,2.2088711109103225,Metric tons per hectare,0.9852235106647292,Tons per acre,Coarse woody debris,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),5,4,type_class_time_plot,mean
wd,all,RxF01,2016,-0.03482131726034769,13.41048701795138,Metric tons per hectare,5.981483950914978,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF01,2017,2.2004105812100336,114.20732308344252,Metric tons per hectare,50.93993001045608,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF01,2019,1.7316643961222455,111.78812658061048,Metric tons per hectare,49.86089499581198,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF01,2021,0.469252883812802,21.15013895541592,Metric tons per hectare,9.433603459150724,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF02,2016,0.31863936396437514,16.326518798483296,Metric tons per hectare,7.282122568458204,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF02,2017,-0.9132499266836087,1.683751405605657,Metric tons per hectare,0.7510041951853956,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF02,2019,-0.8122178014999129,2.693101691173327,Metric tons per hectare,1.201205036205766,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF02,2021,-1.0245923925400986,1.475188973749933,Metric tons per hectare,0.6579790248661611,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF03,2016,-0.1749599401657325,11.53969012601478,Metric tons per hectare,5.1470517957247015,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF03,2017,0.03482131726034756,14.906343768996583,Metric tons per hectare,6.6486814313098055,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF03,2019,0.10463345561407526,15.051685810575464,Metric tons per hectare,6.713508390087183,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF03,2021,0.7188680528227157,38.49649626320231,Metric tons per hectare,17.17060493452378,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF04,2016,0.8122178014999129,39.36135437071653,Metric tons per hectare,17.556357881675527,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF04,2017,-1.1503493803760079,0.8237016505887442,Metric tons per hectare,0.36739591908507774,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF04,2019,-0.469252883812802,7.817362218342178,Metric tons per hectare,3.4867806504648433,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF04,2021,0.24616364666135948,16.134905715335517,Metric tons per hectare,7.1966573217375185,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF05,2016,-0.31863936396437514,10.6897152192324,Metric tons per hectare,4.767937207507762,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF05,2017,-1.731664396122245,0.09427142595509486,Metric tons per hectare,0.04204791523420823,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF05,2019,-1.2975429286165538,0.33590400406831383,Metric tons per hectare,0.14982337380388663,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF05,2021,-0.24616364666135948,10.72493197427264,Metric tons per hectare,4.783644948382088,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF06,2016,1.0245923925400986,47.33329659271955,Metric tons per hectare,21.112085902194274,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF06,2017,-0.3928308136497293,8.66607321908823,Metric tons per hectare,3.865331498255232,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF06,2019,-0.10463345561407539,12.47271074359277,Metric tons per hectare,5.563207289738078,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF06,2021,-0.6314018942397609,4.0542809072954995,Metric tons per hectare,1.8083322512468776,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF07,2016,0.9132499266836087,44.83139947389658,Metric tons per hectare,19.99616390450338,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF07,2017,1.2975429286165538,56.82723260624405,Metric tons per hectare,25.34666931589833,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF07,2019,0.5485222826980982,33.71009770756812,Metric tons per hectare,15.035726006943854,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF07,2021,1.1503493803760079,49.65471901893741,Metric tons per hectare,22.147510713174583,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF08,2016,0.3928308136497293,18.281584443446672,Metric tons per hectare,8.154141143374964,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF08,2017,1.4799413890351922,64.98206135621477,Metric tons per hectare,28.98397027485048,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF08,2019,0.631401894239761,35.32429088589795,Metric tons per hectare,15.755705123058856,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF08,2021,-0.548522282698098,4.599075920381568,Metric tons per hectare,2.0513273507500305,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF09,2016,0.1749599401657325,15.77292340742872,Metric tons per hectare,7.0352022334650846,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF09,2017,-2.2004105812100327,0.06010268689165386,Metric tons per hectare,0.02680762127192411,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF09,2019,-1.4799413890351922,0.20923236953908783,Metric tons per hectare,0.09332398284526663,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF09,2021,-0.7188680528227157,4.048245008748757,Metric tons per hectare,1.8056400574258504,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,hr0010,RxF01,2016,1.6263027063739535,7.356133696779053,Metric tons per hectare,3.281058740757829,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
wd,hr0010,RxF01,2017,-0.04361517869818563,1.3403386588516015,Metric tons per hectare,0.5978316944030337,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
wd,hr0010,RxF01,2019,-0.4069479419350822,0.6715992318716877,Metric tons per hectare,0.29955362706141286,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
wd,hr0010,RxF01,2021,-0.04228908251823726,1.3431984637433754,Metric tons per hectare,0.5991072541228257,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
wd,hr0010,RxF02,2016,1.4916199074535719,6.691772808717868,Metric tons per hectare,2.98473363457532,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
wd,hr0010,RxF02,2017,-0.038854845843343144,1.3506187645566206,Metric tons per hectare,0.6024169333437202,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
wd,hr0010,RxF02,2019,0.3631701256133608,2.360516787270824,Metric tons per hectare,1.052862081744346,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
wd,hr0010,RxF02,2021,-0.05597705976199073,1.3138261561174798,Metric tons per hectare,0.5860063140577519,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
wd,hr0010,RxF03,2016,0.5618519328654351,2.9630313980891447,Metric tons per hectare,1.3216018724750869,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
wd,hr0010,RxF03,2017,-0.22140304729470156,0.9845227378560506,Metric tons per hectare,0.43912700171991553,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
wd,hr0010,RxF03,2019,0.4564444238923477,2.634857152137128,Metric tons per hectare,1.175226205235115,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
wd,hr0010,RxF03,2021,0.09865525990619955,1.6645291910625668,Metric tons per hectare,0.74243050448821,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
