year,plot_id,timing,date,plot_tran,transect_n,transect_rep,data_type,fuel_class,value,value_si,units,units_si,lab_fuel,lab_year,lab_year_abbr,lab_type
2016,RxF07,0Pre-burn,2016-08-17,RxF07_2,2,a,wd,hr1000s,3.8484787715036517,8.628289405711188,tons_per_acre,tons_per_hectare,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF07,0Pre-burn,2016-08-17,RxF07_2,2,a,wd,hr1000r,17.11081676857578,38.3624511951469,tons_per_acre,tons_per_hectare,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2017,RxF07,1Post-burn,2017-11-21,RxF07_1,1,a,wd,hr0001,0.17332512225620655,0.3885949240984151,tons_per_acre,tons_per_hectare,1-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF07,1Post-burn,2017-11-21,RxF07_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF07,1Post-burn,2017-11-21,RxF07_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF07,1Post-burn,2017-11-21,RxF07_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF07,1Post-burn,2017-11-21,RxF07_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF07,1Post-burn,2017-11-21,RxF07_2,2,a,wd,hr0001,0.23516423046060708,0.5272382046926811,tons_per_acre,tons_per_hectare,1-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF07,1Post-burn,2017-11-21,RxF07_2,2,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF07,1Post-burn,2017-11-21,RxF07_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF07,1Post-burn,2017-11-21,RxF07_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF07,1Post-burn,2017-11-21,RxF07_2,2,a,wd,hr1000r,50.28484927907984,112.73863208369701,tons_per_acre,tons_per_hectare,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2019,RxF07,2Post-burn,2019-10-16,RxF07_1,1,a,wd,hr0001,0.2133232273922542,0.4782706758134339,tons_per_acre,tons_per_hectare,1-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF07,2Post-burn,2019-10-16,RxF07_1,1,a,wd,hr0010,0.29852815146274697,0.6693001155794787,tons_per_acre,tons_per_hectare,10-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF07,2Post-burn,2019-10-16,RxF07_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF07,2Post-burn,2019-10-16,RxF07_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF07,2Post-burn,2019-10-16,RxF07_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF07,2Post-burn,2019-10-16,RxF07_2,2,a,wd,hr0001,0.3135523072808094,0.7029842729235747,tons_per_acre,tons_per_hectare,1-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF07,2Post-burn,2019-10-16,RxF07_2,2,a,wd,hr0010,1.170107813370638,2.6233817175769705,tons_per_acre,tons_per_hectare,10-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF07,2Post-burn,2019-10-16,RxF07_2,2,a,wd,hr0100,1.449414420424044,3.2495871305907067,tons_per_acre,tons_per_hectare,100-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF07,2Post-burn,2019-10-16,RxF07_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF07,2Post-burn,2019-10-16,RxF07_2,2,a,wd,hr1000r,26.626526093957214,59.69667150265207,tons_per_acre,tons_per_hectare,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2021,RxF07,3Post-burn,2021-09-30,RxF07_1,1,a,wd,hr0001,0.026665403424031776,0.05978383447667924,tons_per_acre,tons_per_hectare,1-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF07,3Post-burn,2021-09-30,RxF07_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF07,3Post-burn,2021-09-30,RxF07_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF07,3Post-burn,2021-09-30,RxF07_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF07,3Post-burn,2021-09-30,RxF07_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF07,3Post-burn,2021-09-30,RxF07_2,2,a,wd,hr0001,0.1045174357602698,0.2343280909745249,tons_per_acre,tons_per_hectare,1-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF07,3Post-burn,2021-09-30,RxF07_2,2,a,wd,hr0010,0.2925269533426595,0.6558454293942426,tons_per_acre,tons_per_hectare,10-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF07,3Post-burn,2021-09-30,RxF07_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF07,3Post-burn,2021-09-30,RxF07_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF07,3Post-burn,2021-09-30,RxF07_2,2,a,wd,hr1000r,43.8713116338222,98.35948068302937,tons_per_acre,tons_per_hectare,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2016,RxF08,0Pre-burn,2016-08-17,RxF08_1,1,a,wd,hr0001,0.5775267372801162,1.2948149449820205,tons_per_acre,tons_per_hectare,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF08,0Pre-burn,2016-08-17,RxF08_1,1,a,wd,hr0010,3.526694119013701,7.906848214828718,tons_per_acre,tons_per_hectare,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF08,0Pre-burn,2016-08-17,RxF08_1,1,a,wd,hr0100,1.4561738824728248,3.2647418445040732,tons_per_acre,tons_per_hectare,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF08,0Pre-burn,2016-08-17,RxF08_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF08,0Pre-burn,2016-08-17,RxF08_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF08,0Pre-burn,2016-08-17,RxF08_2,2,a,wd,hr0001,0.49121206455857624,1.101297448740328,tons_per_acre,tons_per_hectare,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF08,0Pre-burn,2016-08-17,RxF08_2,2,a,wd,hr0010,1.9997396800777267,4.483416362734263,tons_per_acre,tons_per_hectare,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF08,0Pre-burn,2016-08-17,RxF08_2,2,a,wd,hr0100,8.256935803346984,18.51205007110394,tons_per_acre,tons_per_hectare,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF08,0Pre-burn,2016-08-17,RxF08_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF08,0Pre-burn,2016-08-17,RxF08_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2017,RxF08,1Post-burn,2017-11-21,RxF08_1,1,a,wd,hr0001,0.013125607665457185,0.02942761238595501,tons_per_acre,tons_per_hectare,1-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF08,1Post-burn,2017-11-21,RxF08_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF08,1Post-burn,2017-11-21,RxF08_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF08,1Post-burn,2017-11-21,RxF08_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF08,1Post-burn,2017-11-21,RxF08_1,1,a,wd,hr1000r,56.28854256728857,126.19891243586098,tons_per_acre,tons_per_hectare,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF08,1Post-burn,2017-11-21,RxF08_2,2,a,wd,hr0001,0.014885214077532613,0.03337264996182812,tons_per_acre,tons_per_hectare,1-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF08,1Post-burn,2017-11-21,RxF08_2,2,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF08,1Post-burn,2017-11-21,RxF08_2,2,a,wd,hr0100,1.6513871606693968,3.7024100142207876,tons_per_acre,tons_per_hectare,100-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF08,1Post-burn,2017-11-21,RxF08_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF08,1Post-burn,2017-11-21,RxF08_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2019,RxF08,2Post-burn,2019-10-16,RxF08_1,1,a,wd,hr0001,0.02625121533091437,0.05885522477191002,tons_per_acre,tons_per_hectare,1-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF08,2Post-burn,2019-10-16,RxF08_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF08,2Post-burn,2019-10-16,RxF08_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF08,2Post-burn,2019-10-16,RxF08_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF08,2Post-burn,2019-10-16,RxF08_1,1,a,wd,hr1000r,31.440503388554202,70.48960859713851,tons_per_acre,tons_per_hectare,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF08,2Post-burn,2019-10-16,RxF08_2,2,a,wd,hr0001,0.04465564223259783,0.10011794988548434,tons_per_acre,tons_per_hectare,1-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF08,2Post-burn,2019-10-16,RxF08_2,2,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF08,2Post-burn,2019-10-16,RxF08_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF08,2Post-burn,2019-10-16,RxF08_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF08,2Post-burn,2019-10-16,RxF08_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2021,RxF08,3Post-burn,2021-09-29,RxF08_1,1,a,wd,hr0001,0.02625121533091437,0.05885522477191002,tons_per_acre,tons_per_hectare,1-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF08,3Post-burn,2021-09-29,RxF08_1,1,a,wd,hr0010,0.5877823531689502,1.3178080358047863,tons_per_acre,tons_per_hectare,10-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF08,3Post-burn,2021-09-29,RxF08_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF08,3Post-burn,2021-09-29,RxF08_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF08,3Post-burn,2021-09-29,RxF08_1,1,a,wd,hr1000r,3.4737359189226638,7.788115930224612,tons_per_acre,tons_per_hectare,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF08,3Post-burn,2021-09-29,RxF08_2,2,a,wd,hr0001,0.014885214077532613,0.03337264996182812,tons_per_acre,tons_per_hectare,1-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF08,3Post-burn,2021-09-29,RxF08_2,2,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF08,3Post-burn,2021-09-29,RxF08_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF08,3Post-burn,2021-09-29,RxF08_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF08,3Post-burn,2021-09-29,RxF08_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2016,RxF09,0Pre-burn,2016-08-17,RxF09_1,1,a,wd,hr0001,0.38385115624704463,0.860594292305874,tons_per_acre,tons_per_hectare,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF09,0Pre-burn,2016-08-17,RxF09_1,1,a,wd,hr0010,3.8527899855279215,8.6379551475536,tons_per_acre,tons_per_hectare,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF09,0Pre-burn,2016-08-17,RxF09_1,1,a,wd,hr0100,2.9368966886002843,6.584522375841837,tons_per_acre,tons_per_hectare,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF09,0Pre-burn,2016-08-17,RxF09_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF09,0Pre-burn,2016-08-17,RxF09_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF09,0Pre-burn,2016-08-17,RxF09_2,2,a,wd,hr0001,0.5292836056866012,1.1866538439493597,tons_per_acre,tons_per_hectare,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF09,0Pre-burn,2016-08-17,RxF09_2,2,a,wd,hr0010,4.861955131054308,10.900503403823759,tons_per_acre,tons_per_hectare,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF09,0Pre-burn,2016-08-17,RxF09_2,2,a,wd,hr0100,1.5056278998140094,3.375617751383009,tons_per_acre,tons_per_hectare,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF09,0Pre-burn,2016-08-17,RxF09_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF09,0Pre-burn,2016-08-17,RxF09_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2017,RxF09,1Post-burn,2017-11-21,RxF09_1,1,a,wd,hr0001,0.026472493534278944,0.05935133050385339,tons_per_acre,tons_per_hectare,1-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF09,1Post-burn,2017-11-21,RxF09_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF09,1Post-burn,2017-11-21,RxF09_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF09,1Post-burn,2017-11-21,RxF09_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF09,1Post-burn,2017-11-21,RxF09_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF09,1Post-burn,2017-11-21,RxF09_2,2,a,wd,hr0001,0.027142749009569287,0.06085404327945434,tons_per_acre,tons_per_hectare,1-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF09,1Post-burn,2017-11-21,RxF09_2,2,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF09,1Post-burn,2017-11-21,RxF09_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF09,1Post-burn,2017-11-21,RxF09_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF09,1Post-burn,2017-11-21,RxF09_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2019,RxF09,2Post-burn,2019-10-16,RxF09_1,1,a,wd,hr0001,0.13236246767139473,0.296756652519267,tons_per_acre,tons_per_hectare,1-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF09,2Post-burn,2019-10-16,RxF09_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF09,2Post-burn,2019-10-16,RxF09_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF09,2Post-burn,2019-10-16,RxF09_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF09,2Post-burn,2019-10-16,RxF09_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF09,2Post-burn,2019-10-16,RxF09_2,2,a,wd,hr0001,0.054285498019138574,0.12170808655890868,tons_per_acre,tons_per_hectare,1-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF09,2Post-burn,2019-10-16,RxF09_2,2,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF09,2Post-burn,2019-10-16,RxF09_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF09,2Post-burn,2019-10-16,RxF09_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF09,2Post-burn,2019-10-16,RxF09_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2021,RxF09,3Post-burn,2021-09-30,RxF09_1,1,a,wd,hr0001,0.026472493534278944,0.05935133050385339,tons_per_acre,tons_per_hectare,1-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF09,3Post-burn,2021-09-30,RxF09_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF09,3Post-burn,2021-09-30,RxF09_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF09,3Post-burn,2021-09-30,RxF09_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF09,3Post-burn,2021-09-30,RxF09_1,1,a,wd,hr1000r,1.9704470213294583,4.417742221820645,tons_per_acre,tons_per_hectare,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF09,3Post-burn,2021-09-30,RxF09_2,2,a,wd,hr0001,0.0949996215334925,0.2129891514780902,tons_per_acre,tons_per_hectare,1-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF09,3Post-burn,2021-09-30,RxF09_2,2,a,wd,hr0010,1.5193609784544713,3.4064073136949244,tons_per_acre,tons_per_hectare,10-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF09,3Post-burn,2021-09-30,RxF09_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF09,3Post-burn,2021-09-30,RxF09_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF09,3Post-burn,2021-09-30,RxF09_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
