year,plot_id,timing,date,plot_tran,transect_n,transect_rep,data_type,fuel_class,value,value_si,units,units_si,lab_fuel,lab_year,lab_year_abbr,lab_type
2016,RxF04,0Pre-burn,2016-08-17,RxF04_1,1,a,wd,hr0001,0.24998888174137868,0.560475072864171,tons_per_acre,tons_per_hectare,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF04,0Pre-burn,2016-08-17,RxF04_1,1,a,wd,hr0010,1.178404013711009,2.641981798740082,tons_per_acre,tons_per_hectare,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF04,0Pre-burn,2016-08-17,RxF04_1,1,a,wd,hr0100,2.919381874116744,6.54525416176974,tons_per_acre,tons_per_hectare,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF04,0Pre-burn,2016-08-17,RxF04_1,1,a,wd,hr1000s,25.84820167110933,57.951668146627114,tons_per_acre,tons_per_hectare,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF04,0Pre-burn,2016-08-17,RxF04_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF04,0Pre-burn,2016-08-17,RxF04_2,2,a,wd,hr0001,0.2239510695750815,0.5020982979873327,tons_per_acre,tons_per_hectare,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF04,0Pre-burn,2016-08-17,RxF04_2,2,a,wd,hr0010,1.7697935125517417,3.9678770551410047,tons_per_acre,tons_per_hectare,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF04,0Pre-burn,2016-08-17,RxF04_2,2,a,wd,hr0100,2.9229947405457706,6.553354208303618,tons_per_acre,tons_per_hectare,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF04,0Pre-burn,2016-08-17,RxF04_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF04,0Pre-burn,2016-08-17,RxF04_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2017,RxF04,1Post-burn,2017-11-21,RxF04_1,1,a,wd,hr0001,0.039471928696007165,0.08849606413644806,tons_per_acre,tons_per_hectare,1-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF04,1Post-burn,2017-11-21,RxF04_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF04,1Post-burn,2017-11-21,RxF04_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF04,1Post-burn,2017-11-21,RxF04_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF04,1Post-burn,2017-11-21,RxF04_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF04,1Post-burn,2017-11-21,RxF04_2,2,a,wd,hr0001,0.10538873862356778,0.23628155199403894,tons_per_acre,tons_per_hectare,1-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF04,1Post-burn,2017-11-21,RxF04_2,2,a,wd,hr0010,0.5899311708505806,1.3226256850470015,tons_per_acre,tons_per_hectare,10-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF04,1Post-burn,2017-11-21,RxF04_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF04,1Post-burn,2017-11-21,RxF04_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF04,1Post-burn,2017-11-21,RxF04_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2019,RxF04,2Post-burn,2019-10-16,RxF04_1,1,a,wd,hr0001,0.19735964348003585,0.44248032068224036,tons_per_acre,tons_per_hectare,1-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF04,2Post-burn,2019-10-16,RxF04_1,1,a,wd,hr0010,1.178404013711009,2.641981798740082,tons_per_acre,tons_per_hectare,10-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF04,2Post-burn,2019-10-16,RxF04_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF04,2Post-burn,2019-10-16,RxF04_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF04,2Post-burn,2019-10-16,RxF04_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF04,2Post-burn,2019-10-16,RxF04_2,2,a,wd,hr0001,0.2239510695750815,0.5020982979873327,tons_per_acre,tons_per_hectare,1-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF04,2Post-burn,2019-10-16,RxF04_2,2,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF04,2Post-burn,2019-10-16,RxF04_2,2,a,wd,hr0100,1.4614973702728853,3.276677104151809,tons_per_acre,tons_per_hectare,100-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF04,2Post-burn,2019-10-16,RxF04_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF04,2Post-burn,2019-10-16,RxF04_2,2,a,wd,hr1000r,3.912349203890675,8.771486915122892,tons_per_acre,tons_per_hectare,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2021,RxF04,3Post-burn,2021-09-22,RxF04_1,1,a,wd,hr0001,0.039471928696007165,0.08849606413644806,tons_per_acre,tons_per_hectare,1-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF04,3Post-burn,2021-09-22,RxF04_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF04,3Post-burn,2021-09-22,RxF04_1,1,a,wd,hr0100,1.459690937058372,3.27262708088487,tons_per_acre,tons_per_hectare,100-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF04,3Post-burn,2021-09-22,RxF04_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF04,3Post-burn,2021-09-22,RxF04_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF04,3Post-burn,2021-09-22,RxF04_2,2,a,wd,hr0001,0.25029825423097346,0.5611686859858425,tons_per_acre,tons_per_hectare,1-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF04,3Post-burn,2021-09-22,RxF04_2,2,a,wd,hr0010,0.8848967562758708,1.9839385275705024,tons_per_acre,tons_per_hectare,10-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF04,3Post-burn,2021-09-22,RxF04_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF04,3Post-burn,2021-09-22,RxF04_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF04,3Post-burn,2021-09-22,RxF04_2,2,a,wd,hr1000r,11.758956767213814,26.36358107209337,tons_per_acre,tons_per_hectare,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2016,RxF05,0Pre-burn,2016-08-17,RxF05_1,1,a,wd,hr0001,0.2803194348947216,0.6284761730339659,tons_per_acre,tons_per_hectare,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF05,0Pre-burn,2016-08-17,RxF05_1,1,a,wd,hr0010,4.079751346856441,9.146802519652141,tons_per_acre,tons_per_hectare,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF05,0Pre-burn,2016-08-17,RxF05_1,1,a,wd,hr0100,1.5549521601102072,3.4862027429670843,tons_per_acre,tons_per_hectare,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF05,0Pre-burn,2016-08-17,RxF05_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF05,0Pre-burn,2016-08-17,RxF05_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF05,0Pre-burn,2016-08-17,RxF05_2,2,a,wd,hr0001,0.1879615853972443,0.4214098744606217,tons_per_acre,tons_per_hectare,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF05,0Pre-burn,2016-08-17,RxF05_2,2,a,wd,hr0010,1.6186870057908556,3.629096266983098,tons_per_acre,tons_per_hectare,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF05,0Pre-burn,2016-08-17,RxF05_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF05,0Pre-burn,2016-08-17,RxF05_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF05,0Pre-burn,2016-08-17,RxF05_2,2,a,wd,hr1000r,1.8142028819660538,4.067442861367892,tons_per_acre,tons_per_hectare,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2017,RxF05,1Post-burn,2017-11-21,RxF05_1,1,a,wd,hr0001,0.08409583046841647,0.1885428519101897,tons_per_acre,tons_per_hectare,1-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF05,1Post-burn,2017-11-21,RxF05_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF05,1Post-burn,2017-11-21,RxF05_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF05,1Post-burn,2017-11-21,RxF05_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF05,1Post-burn,2017-11-21,RxF05_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF05,1Post-burn,2017-11-21,RxF05_2,2,a,wd,hr0001,0,0,tons_per_acre,tons_per_hectare,1-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF05,1Post-burn,2017-11-21,RxF05_2,2,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF05,1Post-burn,2017-11-21,RxF05_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF05,1Post-burn,2017-11-21,RxF05_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF05,1Post-burn,2017-11-21,RxF05_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2019,RxF05,2Post-burn,2019-10-16,RxF05_1,1,a,wd,hr0001,0.1261437457026247,0.2828142778652846,tons_per_acre,tons_per_hectare,1-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF05,2Post-burn,2019-10-16,RxF05_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF05,2Post-burn,2019-10-16,RxF05_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF05,2Post-burn,2019-10-16,RxF05_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF05,2Post-burn,2019-10-16,RxF05_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF05,2Post-burn,2019-10-16,RxF05_2,2,a,wd,hr0001,0.17350300190514856,0.38899373027134304,tons_per_acre,tons_per_hectare,1-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF05,2Post-burn,2019-10-16,RxF05_2,2,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF05,2Post-burn,2019-10-16,RxF05_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF05,2Post-burn,2019-10-16,RxF05_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF05,2Post-burn,2019-10-16,RxF05_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2021,RxF05,3Post-burn,2021-09-23,RxF05_1,1,a,wd,hr0001,0.23827151966051333,0.5342047470788709,tons_per_acre,tons_per_hectare,1-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF05,3Post-burn,2021-09-23,RxF05_1,1,a,wd,hr0010,2.1967891867688527,4.9252013567357675,tons_per_acre,tons_per_hectare,10-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF05,3Post-burn,2021-09-23,RxF05_1,1,a,wd,hr0100,1.5549521601102072,3.4862027429670843,tons_per_acre,tons_per_hectare,100-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF05,3Post-burn,2021-09-23,RxF05_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF05,3Post-burn,2021-09-23,RxF05_1,1,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF05,3Post-burn,2021-09-23,RxF05_2,2,a,wd,hr0001,0.05783433396838286,0.12966457675711437,tons_per_acre,tons_per_hectare,1-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF05,3Post-burn,2021-09-23,RxF05_2,2,a,wd,hr0010,0.3237374011581711,0.7258192533966197,tons_per_acre,tons_per_hectare,10-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF05,3Post-burn,2021-09-23,RxF05_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF05,3Post-burn,2021-09-23,RxF05_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF05,3Post-burn,2021-09-23,RxF05_2,2,a,wd,hr1000r,5.1957052950980485,11.648771271609824,tons_per_acre,tons_per_hectare,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2016,RxF06,0Pre-burn,2016-08-17,RxF06_1,1,a,wd,hr0001,0.15801167063926727,0.3542621655732372,tons_per_acre,tons_per_hectare,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF06,0Pre-burn,2016-08-17,RxF06_1,1,a,wd,hr0010,2.358658330690211,5.2881119774074525,tons_per_acre,tons_per_hectare,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF06,0Pre-burn,2016-08-17,RxF06_1,1,a,wd,hr0100,4.382510771602904,9.82558914993371,tons_per_acre,tons_per_hectare,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF06,0Pre-burn,2016-08-17,RxF06_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF06,0Pre-burn,2016-08-17,RxF06_1,1,a,wd,hr1000r,13.638152021069837,30.576736831238573,tons_per_acre,tons_per_hectare,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF06,0Pre-burn,2016-08-17,RxF06_2,2,a,wd,hr0001,0.27741922402719793,0.6219739002689778,tons_per_acre,tons_per_hectare,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF06,0Pre-burn,2016-08-17,RxF06_2,2,a,wd,hr0010,4.14106857549265,9.28427574625452,tons_per_acre,tons_per_hectare,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF06,0Pre-burn,2016-08-17,RxF06_2,2,a,wd,hr0100,2.93117043975341,6.5716841259271455,tons_per_acre,tons_per_hectare,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF06,0Pre-burn,2016-08-17,RxF06_2,2,a,wd,hr1000s,5.59804749451875,12.550822482711038,tons_per_acre,tons_per_hectare,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF06,0Pre-burn,2016-08-17,RxF06_2,2,a,wd,hr1000r,8.739133276594318,19.59313680612446,tons_per_acre,tons_per_hectare,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2017,RxF06,1Post-burn,2017-11-21,RxF06_1,1,a,wd,hr0001,0.03950291765981682,0.0885655413933093,tons_per_acre,tons_per_hectare,1-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF06,1Post-burn,2017-11-21,RxF06_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF06,1Post-burn,2017-11-21,RxF06_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF06,1Post-burn,2017-11-21,RxF06_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF06,1Post-burn,2017-11-21,RxF06_1,1,a,wd,hr1000r,7.664739200371866,17.18434528723372,tons_per_acre,tons_per_hectare,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF06,1Post-burn,2017-11-21,RxF06_2,2,a,wd,hr0001,0.026420878478780756,0.05923560954942646,tons_per_acre,tons_per_hectare,1-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF06,1Post-burn,2017-11-21,RxF06_2,2,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF06,1Post-burn,2017-11-21,RxF06_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF06,1Post-burn,2017-11-21,RxF06_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2017,RxF06,1Post-burn,2017-11-21,RxF06_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),Coarse woody debris
2019,RxF06,2Post-burn,2019-10-16,RxF06_1,1,a,wd,hr0001,0.1316763921993894,0.295218471311031,tons_per_acre,tons_per_hectare,1-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF06,2Post-burn,2019-10-16,RxF06_1,1,a,wd,hr0010,2.0638260393539345,4.627097980231521,tons_per_acre,tons_per_hectare,10-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF06,2Post-burn,2019-10-16,RxF06_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF06,2Post-burn,2019-10-16,RxF06_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF06,2Post-burn,2019-10-16,RxF06_1,1,a,wd,hr1000r,8.798807755528928,19.726926987895858,tons_per_acre,tons_per_hectare,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF06,2Post-burn,2019-10-16,RxF06_2,2,a,wd,hr0001,0.13210439239390379,0.2961780477471323,tons_per_acre,tons_per_hectare,1-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF06,2Post-burn,2019-10-16,RxF06_2,2,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF06,2Post-burn,2019-10-16,RxF06_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF06,2Post-burn,2019-10-16,RxF06_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2019,RxF06,2Post-burn,2019-10-16,RxF06_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),Coarse woody debris
2021,RxF06,3Post-burn,2021-09-30,RxF06_1,1,a,wd,hr0001,0.09217347453957257,0.20665292991772172,tons_per_acre,tons_per_hectare,1-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF06,3Post-burn,2021-09-30,RxF06_1,1,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF06,3Post-burn,2021-09-30,RxF06_1,1,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF06,3Post-burn,2021-09-30,RxF06_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF06,3Post-burn,2021-09-30,RxF06_1,1,a,wd,hr1000r,3.4848597102360115,7.813055470349138,tons_per_acre,tons_per_hectare,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF06,3Post-burn,2021-09-30,RxF06_2,2,a,wd,hr0001,0.03963131771817113,0.08885341432413968,tons_per_acre,tons_per_hectare,1-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF06,3Post-burn,2021-09-30,RxF06_2,2,a,wd,hr0010,0,0,tons_per_acre,tons_per_hectare,10-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF06,3Post-burn,2021-09-30,RxF06_2,2,a,wd,hr0100,0,0,tons_per_acre,tons_per_hectare,100-hr,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF06,3Post-burn,2021-09-30,RxF06_2,2,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2021,RxF06,3Post-burn,2021-09-30,RxF06_2,2,a,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),Coarse woody debris
2016,RxF07,0Pre-burn,2016-08-17,RxF07_1,1,a,wd,hr0001,0.2266559291042701,0.5081625930517736,tons_per_acre,tons_per_hectare,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF07,0Pre-burn,2016-08-17,RxF07_1,1,a,wd,hr0010,2.3882252117019758,5.354400924635829,tons_per_acre,tons_per_hectare,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF07,0Pre-burn,2016-08-17,RxF07_1,1,a,wd,hr0100,5.916596781094479,13.265009983213822,tons_per_acre,tons_per_hectare,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF07,0Pre-burn,2016-08-17,RxF07_1,1,a,wd,hr1000s,0,0,tons_per_acre,tons_per_hectare,1000-hr sound,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF07,0Pre-burn,2016-08-17,RxF07_1,1,a,wd,hr1000r,4.5337444985815525,10.164655165819841,tons_per_acre,tons_per_hectare,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF07,0Pre-burn,2016-08-17,RxF07_2,2,a,wd,hr0001,0.14371147417037097,0.32220112508997173,tons_per_acre,tons_per_hectare,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF07,0Pre-burn,2016-08-17,RxF07_2,2,a,wd,hr0010,2.9252695334265955,6.558454293942427,tons_per_acre,tons_per_hectare,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
2016,RxF07,0Pre-burn,2016-08-17,RxF07_2,2,a,wd,hr0100,2.898828840848088,6.499174261181413,tons_per_acre,tons_per_hectare,100-hr,1 Year pre-fire (2016),1-y pre-fire (2016),Coarse woody debris
